Year,System,School,Grade,Gender,Ethnicity,Sub Population,Total Student Count,Asian,Asian %,Black or African American,Black or African American %,American Indian / Alaska Native, American Indian / Alaska Native %,Native Hawaiian / Pacific Islander,Native Hawaiian / Pacific Islander %,White,White %,Two or more races,Two or more races %
2017,Montgomery County,Dunbar-Ramer School,All Grades,All Gender,All Ethnicity,All SubPopulation,170,*,*,124,72.94,*,*,*,*,30,17.65,*,*
2017,Madison County,Endeavor Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,672,15,~,148,22.02,26,~,*,*,466,69.35,15,~
2017,Huntsville City,McDonnell Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,578,16,~,138,23.88,11,~,*,*,335,57.96,75,12.98
2017,Mobile County,WP Davidson High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1581,86,5.44,915,57.87,34,~,20,~,492,31.12,34,~
2017,Mobile County,Dawes Intermediate School,All Grades,All Gender,All Ethnicity,All SubPopulation,555,17,~,105,18.92,*,*,*,*,415,74.77,11,~
2017,Birmingham City,Family Court High School,All Grades,All Gender,All Ethnicity,All SubPopulation,25,*,*,*,*,*,*,*,*,*,*,*,*
2017,Mobile County,Dixon Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,519,50,9.63,59,11.37,*,*,*,*,369,71.10,39,7.51
2017,Montgomery County,Fews Secondary Acceleration Academy,All Grades,All Gender,All Ethnicity,All SubPopulation,148,*,*,133,89.86,*,*,*,*,*,*,*,*
2017,Huntsville City,Monte Sano Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,229,*,*,32,13.97,*,*,*,*,180,78.60,12,5.24
2017,Gadsden City,W. E. Striplin Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,429,*,*,219,51.05,127,29.60,*,*,68,15.85,*,*
2017,Mobile County,Dr. Robert W. Gilliard Elementary,All Grades,All Gender,All Ethnicity,All SubPopulation,773,*,*,646,83.57,18,~,*,*,84,10.87,20,~
2017,Mobile County,Dunbar Creative Performing Arts,All Grades,All Gender,All Ethnicity,All SubPopulation,466,*,*,320,68.67,*,*,*,*,127,27.25,11,~
2017,Montgomery County,Flowers Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,399,*,*,238,59.65,*,*,*,*,146,36.59,*,*
2017,Huntsville City,Montview Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,237,*,*,187,78.90,*,*,*,*,18,7.59,21,8.86
2017,Birmingham City,Oliver K5 School,All Grades,All Gender,All Ethnicity,All SubPopulation,437,*,*,*,*,*,*,*,*,*,*,*,*
2017,Montgomery County,Floyd Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,432,*,*,411,~,*,*,*,*,*,*,*,*
2017,Mobile County,ER Dickson Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,848,31,~,521,61.44,*,*,*,*,247,29.13,37,~
2017,Montgomery County,Floyd Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,491,21,~,285,58.04,*,*,*,*,161,32.79,14,~
2017,Mobile County,Collins-Rhodes Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,653,*,*,602,92.19,*,*,*,*,33,5.05,13,~
2017,Jefferson County,Erwin Intermediate School,All Grades,All Gender,All Ethnicity,All SubPopulation,663,*,*,623,93.97,*,*,*,*,38,5.73,*,*
2017,Montgomery County,Forest Avenue Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,688,209,30.38,203,29.51,*,*,*,*,255,37.06,16,~
2017,Birmingham City,Glen Iris Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,842,*,*,592,70.31,42,~,17,~,140,16.63,49,5.82
2017,Huntsville City,Mountain Gap P-8,All Grades,All Gender,All Ethnicity,All SubPopulation,794,16,~,81,10.20,*,*,*,*,622,78.34,70,8.82
2017,Walker County,Valley Junior High School,All Grades,All Gender,All Ethnicity,All SubPopulation,627,*,*,14,~,28,~,*,*,575,91.71,*,*
2017,Gadsden City,Walnut Park Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,249,*,*,46,18.47,*,*,*,*,184,73.90,*,*
2017,Huntsville City,Providence Elementary,All Grades,All Gender,All Ethnicity,All SubPopulation,896,21,~,522,58.26,18,~,*,*,232,25.89,101,11.27
2017,Mobile County,Elsie Collier Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,719,*,*,140,19.47,23,~,*,*,515,71.63,31,~
2017,Jefferson County,Erwin Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,584,*,*,566,~,*,*,*,*,17,~,*,*
2017,Montgomery County,Garrett Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,604,*,*,547,90.56,*,*,*,*,44,7.28,*,*
2017,Jefferson County,Center Point High School,All Grades,All Gender,All Ethnicity,All SubPopulation,805,*,*,785,~,*,*,*,*,18,~,*,*
2017,Montgomery County,Georgia Washington Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,571,*,*,525,91.94,*,*,*,*,32,5.60,*,*
2017,Huntsville City,Ridgecrest Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,679,70,10.31,236,34.76,36,5.30,*,*,224,32.99,103,15.17
2017,Mobile County,Elizabeth Fonde Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,660,47,7.12,525,79.55,*,*,*,*,60,9.09,16,~
2017,Jefferson County,Fultondale Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,896,*,*,373,41.63,11,~,*,*,505,56.36,*,*
2017,Huntsville City,Roger B Chaffee Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,443,*,*,87,19.64,*,*,*,*,283,63.88,56,12.64
2017,Mobile County,Evening Educational Options,All Grades,All Gender,All Ethnicity,All SubPopulation,56,*,*,35,62.50,*,*,*,*,19,33.93,*,*
2017,Jefferson County,Fultondale High School,All Grades,All Gender,All Ethnicity,All SubPopulation,654,12,~,262,40.06,13,~,*,*,364,55.66,*,*
2017,Jefferson County,Gardendale Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,1011,15,~,251,24.83,*,*,*,*,734,72.60,*,*
2017,Montgomery County,Goodwyn Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,499,*,*,360,72.14,*,*,*,*,118,23.65,*,*
2017,Huntsville City,Rolling Hills Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,483,*,*,391,80.95,*,*,*,*,39,8.07,45,9.32
2017,Montgomery County,Halcyon Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,518,41,7.92,402,77.61,*,*,*,*,69,13.32,*,*
2017,Huntsville City,Ronald McNair 7-8,All Grades,All Gender,All Ethnicity,All SubPopulation,409,*,*,347,84.84,*,*,*,*,35,8.56,19,~
2017,Mobile County,Forest Hill Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,534,*,*,505,94.57,*,*,*,*,24,~,*,*
2017,Jefferson County,Gardendale High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1107,*,*,307,27.73,*,*,*,*,785,70.91,*,*
2017,Huntsville City,Sonnie Hereford Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,576,*,*,418,72.57,39,6.77,*,*,69,11.98,44,7.64
2017,Mobile County,George Hall Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,391,*,*,*,*,*,*,*,*,*,*,*,*
2017,Birmingham City,Green Acres Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,314,*,*,*,*,*,*,*,*,*,*,*,*
2017,Mobile County,J E Turner Elementary,All Grades,All Gender,All Ethnicity,All SubPopulation,554,*,*,*,*,13,~,*,*,523,94.40,11,~
2017,Birmingham City,Hayes K-8,All Grades,All Gender,All Ethnicity,All SubPopulation,940,*,*,769,81.81,25,~,*,*,134,14.26,*,*
2017,Mobile County,Cora Castlen Elementary,All Grades,All Gender,All Ethnicity,All SubPopulation,517,*,*,70,13.54,*,*,*,*,422,81.62,14,~
2017,Birmingham City,Hemphill Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,559,*,*,548,~,*,*,*,*,*,*,*,*
2017,Montgomery County,Highland Avenue Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,470,*,*,405,86.17,*,*,*,*,63,13.40,*,*
2017,Huntsville City,Virgil Grissom High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1805,76,~,347,19.22,32,~,*,*,1215,67.31,130,7.20
2017,Mobile County,Grant Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,275,*,*,*,*,*,*,*,*,*,*,*,*
2017,Hoover City,Green Valley Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,444,15,~,110,24.77,*,*,*,*,244,54.95,70,15.77
2017,Montgomery County,Highland Gardens Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,466,*,*,341,73.18,51,10.94,*,*,71,15.24,*,*
2017,Mobile County,WC Griggs Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,762,*,*,155,20.34,23,~,*,*,543,71.26,32,~
2017,Huntsville City,Weatherly Heights Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,513,15,~,85,16.57,*,*,*,*,364,70.96,46,8.97
2017,Jefferson County,Greenwood Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,276,*,*,131,47.46,24,8.70,*,*,119,43.12,*,*
2017,Hoover City,Greystone Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,532,61,11.47,52,9.77,*,*,*,*,392,73.68,27,5.08
2017,Hoover City,Gwin Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,516,14,~,95,18.41,*,*,*,*,345,66.86,62,12.02
2017,Birmingham City,Hudson K-Eight School,All Grades,All Gender,All Ethnicity,All SubPopulation,707,*,*,684,~,*,*,11,~,*,*,*,*
2017,Huntsville City,James Dawson Elementary,All Grades,All Gender,All Ethnicity,All SubPopulation,461,*,*,373,80.91,*,*,*,*,47,10.20,29,6.29
2017,Montgomery County,Jefferson Davis High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1898,11,~,1754,92.41,*,*,*,*,112,5.90,11,~
2017,Hoover City,Deer Valley Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,942,123,13.06,227,24.10,*,*,*,*,525,55.73,64,6.79
2017,Trussville City,Hewitt-Trussville Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,1114,20,~,138,12.39,*,*,*,*,925,83.03,27,~
2017,Mobile County,Hollingers Island Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,321,*,*,21,6.54,*,*,*,*,280,87.23,*,*
2017,Birmingham City,Huffman Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,390,*,*,327,83.85,*,*,*,*,41,10.51,*,*
2017,Montgomery County,Johnson Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,489,*,*,*,*,*,*,*,*,*,*,*,*
2017,Huntsville City,Westlawn Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,317,12,~,142,44.79,28,8.83,11,~,78,24.61,46,14.51
2017,Mobile County,Florence Howard Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,397,*,*,*,*,*,*,*,*,*,*,*,*
2017,Montgomery County,King Elementary,All Grades,All Gender,All Ethnicity,All SubPopulation,369,*,*,347,94.04,15,~,*,*,*,*,*,*
2017,Montgomery County,Loveless Academic Magnet Program High School,All Grades,All Gender,All Ethnicity,All SubPopulation,490,137,27.96,131,26.73,*,*,*,*,203,41.43,19,~
2017,Mobile County,Hutchens Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,521,17,~,73,14.01,*,*,*,*,415,79.65,13,~
2017,Birmingham City,Huffman High School-Magnet,All Grades,All Gender,All Ethnicity,All SubPopulation,1481,*,*,1371,92.57,25,~,*,*,69,~,11,~
2017,Mobile County,Indian Springs Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,397,*,*,229,57.68,19,~,*,*,128,32.24,20,5.04
2017,Montgomery County,Lanier Senior High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1026,*,*,1015,~,*,*,*,*,11,~,*,*
2017,Birmingham City,Huffman Academy,All Grades,All Gender,All Ethnicity,All SubPopulation,837,*,*,735,87.81,*,*,*,*,88,10.51,12,~
2017,Jefferson County,Hillview Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,312,*,*,294,94.23,*,*,*,*,*,*,*,*
2017,Hoover City,Hoover High School,All Grades,All Gender,All Ethnicity,All SubPopulation,2915,172,5.90,830,28.47,*,*,*,*,1704,58.46,202,6.93
2017,Birmingham City,Inglenook School,All Grades,All Gender,All Ethnicity,All SubPopulation,406,*,*,394,~,*,*,*,*,*,*,*,*
2017,Mobile County,John Will Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,623,*,*,589,94.54,*,*,*,*,21,~,*,*
2017,Montgomery County,Lee High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1539,20,~,1275,82.85,12,~,*,*,213,13.84,18,~
2017,Trussville City,Magnolia Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,383,*,*,46,12.01,*,*,*,*,299,78.07,22,5.74
2017,Huntsville City,Whitesburg P-8,All Grades,All Gender,All Ethnicity,All SubPopulation,1078,16,~,345,32.00,27,~,14,~,574,53.25,102,9.46
2017,Mobile County,Clark-Shaw Magnet School,All Grades,All Gender,All Ethnicity,All SubPopulation,832,34,~,386,46.39,*,*,*,*,380,45.67,27,~
2017,Jefferson County,Hueytown Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,953,*,*,435,45.65,*,*,*,*,494,51.84,13,~
2017,Huntsville City,J.E. Williams P-6 School,All Grades,All Gender,All Ethnicity,All SubPopulation,777,12,~,386,49.68,*,*,*,*,282,36.29,82,10.55
2017,Hoover City,Riverchase Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,693,69,9.96,134,19.34,*,*,*,*,438,63.20,50,7.22
2017,Birmingham City,Jackson-Olin High School,All Grades,All Gender,All Ethnicity,All SubPopulation,973,*,*,947,~,*,*,*,*,15,~,*,*
2017,Hoover City,Robert F Bumpus Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,851,90,10.58,267,31.37,*,*,*,*,466,54.76,27,~
2017,Huntsville City,Williams Junior High School,All Grades,All Gender,All Ethnicity,All SubPopulation,349,*,*,209,59.89,*,*,*,*,81,23.21,47,13.47
2017,Hoover City,Brock's Gap Intermediate School,All Grades,All Gender,All Ethnicity,All SubPopulation,782,69,8.82,261,33.38,*,*,*,*,411,52.56,37,~
2017,Jefferson County,Hueytown High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1109,*,*,528,47.61,*,*,*,*,565,50.95,*,*
2017,Mobile County,Kate Shepard Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,623,*,*,403,64.69,*,*,*,*,179,28.73,25,~
2017,Montgomery County,MacMillan International at McKee,All Grades,All Gender,All Ethnicity,All SubPopulation,372,*,*,304,81.72,*,*,*,*,46,12.37,*,*
2017,Hoover City,Ira F Simmons Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,812,28,~,165,20.32,*,*,*,*,548,67.49,70,8.62
2017,Jefferson County,Irondale Community School,All Grades,All Gender,All Ethnicity,All SubPopulation,404,*,*,207,51.24,*,*,*,*,186,46.04,*,*
2017,Mobile County,Leinkauf Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,659,*,*,638,~,*,*,*,*,15,~,*,*
2017,Jefferson County,Irondale Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,518,*,*,314,60.62,56,10.81,*,*,137,26.45,*,*
2017,Montgomery County,Fitzpatrick Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,529,*,*,*,*,*,*,*,*,*,*,*,*
2017,Jefferson County,Kermit Johnson School,All Grades,All Gender,All Ethnicity,All SubPopulation,794,*,*,352,44.33,*,*,*,*,429,54.03,*,*
2017,Montgomery County,McKee Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,806,*,*,787,~,*,*,*,*,*,*,*,*
2017,Mobile County,Mary G Montgomery High School,All Grades,All Gender,All Ethnicity,All SubPopulation,2131,*,*,401,18.82,43,~,*,*,1635,76.72,38,~
2017,Huntsville City,New Century Technology High School,All Grades,All Gender,All Ethnicity,All SubPopulation,436,18,~,145,33.26,*,*,*,*,220,50.46,36,8.26
2017,Montgomery County,Morris Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,617,*,*,585,94.81,*,*,*,*,28,~,*,*
2017,Mobile County,Maryvale Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,551,*,*,519,94.19,*,*,*,*,16,~,13,~
2017,Montgomery County,Morningview Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,563,*,*,323,57.37,138,24.51,*,*,87,15.45,*,*
2017,Mobile County,McDavid-Jones Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,891,*,*,117,13.13,66,7.41,*,*,645,72.39,56,6.29
2017,Mobile County,Meadowlake Elementary,All Grades,All Gender,All Ethnicity,All SubPopulation,443,22,~,109,24.60,12,~,*,*,284,64.11,16,~
2017,Montgomery County,Nixon Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,479,*,*,465,~,*,*,*,*,12,~,*,*
2017,Montgomery County,Park Crossing High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1349,78,5.78,1066,79.02,*,*,*,*,187,13.86,14,~
2017,Mobile County,Grand Bay Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,821,24,~,106,12.91,13,~,*,*,659,80.27,17,~
2017,Mobile County,The Pathway,All Grades,All Gender,All Ethnicity,All SubPopulation,213,*,*,155,72.77,*,*,*,*,49,23.00,*,*
2017,Montgomery County,Crump Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,671,*,*,635,94.63,*,*,*,*,34,5.07,*,*
2017,Jefferson County,Lipscomb Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,249,*,*,118,47.39,*,*,*,*,116,46.59,13,5.22
2017,Mobile County,Mobile County Training Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,215,*,*,*,*,*,*,*,*,*,*,*,*
2017,Birmingham City,Martha Gaskins K-5,All Grades,All Gender,All Ethnicity,All SubPopulation,558,*,*,448,80.29,16,~,46,8.24,39,6.99,*,*
2017,Mobile County,Mobile Mental Health Center,All Grades,All Gender,All Ethnicity,All SubPopulation,38,*,*,19,50.00,*,*,*,*,19,50.00,*,*
2017,Mobile County,Eichold-Mertz School of Math and Science,All Grades,All Gender,All Ethnicity,All SubPopulation,430,16,~,233,54.19,*,*,*,*,147,34.19,24,5.58
2017,Mobile County,Morningside Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,471,*,*,443,94.06,*,*,*,*,14,~,11,~
2017,Jefferson County,McAdory High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1084,*,*,539,49.72,*,*,*,*,539,49.72,*,*
2017,Montgomery County,Pintlala Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,169,*,*,75,44.38,*,*,*,*,88,52.07,*,*
2017,Jefferson County,McAdory Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,1158,12,~,511,44.13,*,*,*,*,627,54.15,*,*
2017,Jefferson County,McAdory Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,838,*,*,401,47.85,*,*,*,*,427,50.95,*,*
2017,Mobile County,Murphy High School,All Grades,All Gender,All Ethnicity,All SubPopulation,2014,48,~,1531,76.02,14,~,*,*,381,18.92,37,~
2017,Montgomery County,Southlawn Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,311,*,*,*,*,*,*,*,*,*,*,*,*
2017,Montgomery County,Southlawn Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,587,*,*,531,90.46,*,*,*,*,42,7.16,*,*
2017,Mobile County,Nan Gray Davis Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,539,12,~,141,26.16,*,*,*,*,351,65.12,25,~
2017,Montgomery County,Vaughn Road Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,491,*,*,452,92.06,*,*,*,*,20,~,*,*
2017,Birmingham City,Minor Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,446,*,*,433,~,*,*,*,*,*,*,*,*
2017,Mobile County,Old Shell Road Magnet School,All Grades,All Gender,All Ethnicity,All SubPopulation,465,*,*,261,56.13,*,*,*,*,182,39.14,11,~
2017,Montgomery County,Wares Ferry Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,485,*,*,451,92.99,*,*,*,*,24,~,*,*
2017,Mobile County,Olive J Dodge Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,948,29,~,483,50.95,18,~,*,*,376,39.66,41,~
2017,Montgomery County,Wilson Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,478,82,17.15,276,57.74,*,*,*,*,110,23.01,*,*
2017,Mobile County,Orchard Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,485,*,*,419,86.39,*,*,*,*,56,11.55,*,*
2017,Jefferson County,Minor Community School,All Grades,All Gender,All Ethnicity,All SubPopulation,420,*,*,265,63.10,*,*,*,*,153,36.43,*,*
2017,Jefferson County,Minor High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1038,*,*,922,88.82,*,*,*,*,100,9.63,*,*
2017,Mobile County,Phillips Preparatory Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,749,44,5.87,354,47.26,*,*,*,*,306,40.85,37,~
2017,Mobile County,Pillans Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,521,*,*,489,93.86,*,*,*,*,21,~,*,*
2017,Jefferson County,Mortimer Jordan High School,All Grades,All Gender,All Ethnicity,All SubPopulation,740,*,*,58,7.84,*,*,*,*,675,91.22,*,*
2017,Birmingham City,Norwood Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,271,*,*,*,*,*,*,*,*,*,*,*,*
2017,Mobile County,Lott Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,446,*,*,72,16.14,71,15.92,*,*,284,63.68,18,~
2017,Mobile County,O'Rourke Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,1084,58,5.35,352,32.47,*,*,*,*,603,55.63,62,5.72
2017,Birmingham City,Oxmoor K-5,All Grades,All Gender,All Ethnicity,All SubPopulation,548,*,*,520,94.89,*,*,*,*,13,~,*,*
2017,Jefferson County,Mount Olive Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,290,*,*,13,~,*,*,*,*,271,93.45,*,*
2017,Birmingham City,Parker High School,All Grades,All Gender,All Ethnicity,All SubPopulation,941,*,*,908,~,11,~,*,*,*,*,*,*
2017,Saraland City,Saraland Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,1078,15,~,162,15.03,14,~,*,*,864,80.15,22,~
2017,Saraland City,Saraland High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1062,16,~,182,17.14,20,~,*,*,834,78.53,*,*
2017,Mobile County,CL Scarborough Model Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,587,*,*,560,~,*,*,*,*,20,~,*,*
2017,Birmingham City,Phillips Academy,All Grades,All Gender,All Ethnicity,All SubPopulation,707,*,*,685,~,*,*,*,*,*,*,*,*
2017,Mobile County,Semmes Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,546,*,*,71,13.00,12,~,*,*,443,81.14,13,~
2017,Jefferson County,North Highland Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,313,*,*,160,51.12,24,7.67,*,*,128,40.89,*,*
2017,Mobile County,Semmes Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,1465,*,*,304,20.75,31,~,*,*,1092,74.54,33,~
2017,Jefferson County,North Jefferson Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,606,*,*,35,5.78,*,*,*,*,564,93.07,*,*
2017,Jefferson County,Gresham Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,434,*,*,257,59.22,*,*,*,*,153,35.25,*,*
2017,Jefferson County,Oak Grove Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,542,*,*,14,~,*,*,*,*,514,94.83,12,~
2017,Jefferson County,Oak Grove High School,All Grades,All Gender,All Ethnicity,All SubPopulation,837,*,*,21,~,*,*,*,*,809,~,*,*
2017,Mobile County,Saint Elmo Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,449,37,8.24,95,21.16,*,*,*,*,285,63.47,24,5.35
2017,Trussville City,Paine Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,1060,12,~,129,12.17,*,*,*,*,882,83.21,31,~
2017,Trussville City,Cahaba Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,515,14,~,37,7.18,*,*,*,*,448,86.99,12,~
2017,Mobile County,Holloway Elementary,All Grades,All Gender,All Ethnicity,All SubPopulation,633,*,*,*,*,*,*,*,*,*,*,*,*
2017,Jefferson County,Pinson Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,819,*,*,354,43.22,*,*,*,*,455,55.56,*,*
2017,Birmingham City,Princeton School,All Grades,All Gender,All Ethnicity,All SubPopulation,254,*,*,*,*,*,*,*,*,*,*,*,*
2017,Mobile County,Taylor White Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,384,12,~,92,23.96,*,*,*,*,262,68.23,16,~
2017,Jefferson County,Pinson Valley High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1046,*,*,464,44.36,*,*,*,*,577,55.16,*,*
2017,Mobile County,Tanner Williams Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,322,*,*,18,5.59,*,*,*,*,287,89.13,*,*
2017,Birmingham City,WE Putnam Middle School-Magnet,All Grades,All Gender,All Ethnicity,All SubPopulation,296,*,*,281,94.93,*,*,*,*,*,*,*,*
2017,Mobile County,Theodore High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1568,49,~,420,26.79,25,~,*,*,1022,65.18,42,~
2017,Mobile County,Katherine H Hankins Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,760,25,~,236,31.05,20,~,*,*,442,58.16,33,~
2017,Birmingham City,Ramsay High School,All Grades,All Gender,All Ethnicity,All SubPopulation,803,*,*,778,~,*,*,*,*,13,~,*,*
2017,Jefferson County,Hueytown Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,827,*,*,392,47.40,*,*,*,*,423,51.15,*,*
2017,Mobile County,John L Leflore Magnet School,All Grades,All Gender,All Ethnicity,All SubPopulation,787,*,*,773,~,*,*,*,*,*,*,*,*
2017,Birmingham City,Ossie Ware Mitchell Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,350,*,*,325,92.86,*,*,*,*,11,~,*,*
2017,Jefferson County,Pleasant Grove High School,All Grades,All Gender,All Ethnicity,All SubPopulation,748,*,*,608,81.28,*,*,*,*,137,18.32,*,*
2017,Jefferson County,Pleasant Grove Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,735,*,*,570,77.55,*,*,*,*,146,19.86,16,~
2017,Mobile County,Elizabeth S Chastang Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,392,*,*,370,94.39,*,*,*,*,11,~,*,*
2017,Mobile County,CF Vigor High School,All Grades,All Gender,All Ethnicity,All SubPopulation,664,*,*,648,~,*,*,*,*,12,~,*,*
2017,Birmingham City,Robinson Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,411,*,*,391,~,*,*,*,*,12,~,*,*
2017,Hoover City,Rocky Ridge Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,569,16,~,180,31.63,*,*,*,*,319,56.06,52,9.14
2017,Mobile County,WD Robbins Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,414,*,*,*,*,*,*,*,*,*,*,*,*
